Subject,Amplitude,Frequency,Phase,Mean,Negative Peak,Peak to Peak,Positive Peak,RMS,Standard Deviation,Variance,Kurtosis,Median,Mode,Skewness,Classes
1,0.985893,0.240239,25.681722,-0.000233,-35.85567,71.011992,35.156322,6.892039,6.892438,47.505702,3.611858,0.045108,2.135746,-0.005149,Relaxing
1,0.964958,0.203381,130.080226,0.000717,-35.85567,71.011992,35.156322,6.901594,6.901965,47.637124,3.546594,0.041191,1.425626,-0.005364,Real Fists
1,1.066073,0.209311,-38.453981,-0.000287,-35.85567,71.011992,35.156322,7.12735,7.127707,50.80421,3.425019,0.04329,0.715506,-0.0056,Relaxing
1,1.121324,0.20928,-116.341967,4.87E-10,-35.85567,71.011992,35.156322,7.105398,7.105753,50.49172,3.447411,0.019078,0.005386,-0.005293,Real Feet
1,1.173673,0.209305,-57.725347,5.21E-10,-35.85567,71.011992,35.156322,7.112371,7.112751,50.591221,3.366184,0.012723,0.005386,-0.004659,Relaxing
1,1.171797,0.20928,-154.922986,5.61E-10,-35.85567,71.011992,35.156322,7.154812,7.155223,51.197212,3.390013,0.008241,0.005386,-0.003933,Real Feet
1,1.161998,0.209303,-82.017363,6.07E-10,-34.75434,67.452402,32.698062,6.958147,6.958579,48.421828,3.288408,0.001198,-0.016353,-0.005072,Relaxing
1,1.050588,0.296403,159.792376,6.62E-10,-34.75434,67.452402,32.698062,6.98298,6.983453,48.768622,3.330508,0.000129,-0.016353,-0.004955,Real Fists
1,1.117086,0.296376,-7.446498,7.28E-10,-34.75434,67.452402,32.698062,7.030423,7.030946,49.434204,3.312614,1.16E-05,-0.016353,-0.004966,Relaxing
1,1.130995,0.225164,-96.632224,8.05E-10,-34.75434,67.452402,32.698062,7.074691,7.075276,50.059534,3.318834,1.31E-05,-0.016353,-0.004193,Real Feet
1,1.248671,0.225188,122.242018,9.07E-10,-34.75434,67.452402,32.698062,7.135163,7.135824,50.919991,3.350213,-1.00E-05,-0.016353,-0.004321,Relaxing
1,1.347995,0.225205,-132.083816,1.03E-09,-34.75434,67.452402,32.698062,6.92209,6.922823,47.92548,3.398369,-8.05E-06,-0.016353,-0.00295,Real Fists
1,1.484041,0.22523,106.518046,1.21E-09,-26.958838,51.635071,24.676234,6.923191,6.924043,47.942373,3.159224,7.46E-05,0.149575,-0.003928,Relaxing
1,1.718813,0.2203,-54.93777,1.44E-09,-26.958838,51.635071,24.676234,7.070098,7.071141,50.001029,3.071252,1.31E-05,0.149575,-0.004705,Real Fists
1,2.008673,0.225313,97.170392,1.79E-09,-26.958838,51.635071,24.676234,7.085787,7.087083,50.226742,3.054426,1.31E-05,0.149575,-0.007135,Relaxing
1,2.349882,0.197876,168.495307,2.37E-09,-26.958838,51.635071,24.676234,7.319877,7.321651,53.60657,3.06417,1.37E-05,0.149575,-0.010041,Real Feet
1,2.338545,0.282226,169.094115,3.47E-09,-21.350599,41.4559,20.105301,6.759235,6.761637,45.719729,3.134497,6.97E-06,-0.00081,-0.007283,Relaxing
1,2.380442,0.223396,-80.392182,6.66E-09,-17.852531,37.584446,19.731915,5.832108,5.836074,34.05976,3.288892,7.46E-05,8.11E-05,-0.008934,Real Fists
1,3.17555,0.244569,81.87063,0.001035,-21.418846,41.413951,19.995105,6.910622,6.915769,47.827866,3.187222,-0.117222,0.737618,0.002255,Relaxing
1,2.563278,0.260875,-3.432551,0.005778,-26.086181,51.131846,25.045665,6.590894,6.593374,43.472586,3.409874,0.032974,0.758038,-0.007308,Real Left
1,1.597238,0.198627,-9.492818,-0.002611,-26.086181,51.131846,25.045665,5.643602,5.645012,31.866166,3.712492,0.023753,0.246719,-0.008726,Relaxing
1,1.577906,0.206132,71.141575,-0.001962,-23.051111,47.634293,24.583182,5.676716,5.677785,32.237244,3.453841,0.081022,0.051521,-0.008057,Real Rigth
1,1.394051,0.257587,-65.074376,0.001904,-23.051111,47.634293,24.583182,5.573514,5.574352,31.073397,3.339623,0.051729,0.051521,-0.010483,Relaxing
1,1.184755,0.224783,-108.121106,-0.000529,-23.051111,47.634293,24.583182,5.572864,5.573564,31.064613,3.27393,0.037604,-0.901165,-0.010682,Real Left
1,0.856488,0.192873,185.291944,0.002107,-21.485526,41.826634,20.341108,5.49252,5.49311,30.174253,3.11067,0.025115,-0.781342,-0.011222,Relaxing
1,1.080054,0.220516,-78.584139,-0.000722,-21.485526,41.826634,20.341108,5.395168,5.395676,29.113317,3.038739,0.018059,-0.781342,-0.007931,Real Rigth
1,1.036265,0.215463,-164.785926,0.000191,-21.485526,41.826634,20.341108,5.278144,5.278585,27.863455,3.12273,0.042594,-0.781342,-0.008019,Relaxing
1,0.917931,0.215427,133.558198,0.000733,-22.594842,47.078944,24.484102,5.370685,5.371089,28.8486,3.336595,0.064444,0.238446,-0.007327,Real Left
1,0.834191,0.215884,-160.805385,-0.000372,-22.594842,47.078944,24.484102,5.40677,5.407139,29.237155,3.390362,0.042815,0.238446,-0.004644,Relaxing
1,0.956353,0.215918,166.253355,-0.000129,-22.594842,47.078944,24.484102,5.336623,5.336958,28.483118,3.35636,0.044576,0.238446,-0.002478,Real Rigth
1,0.875884,0.215917,25.09574,-0.00063,-22.594842,47.078944,24.484102,5.293673,5.29398,28.026221,3.380938,0.031353,0.238446,-0.001378,Relaxing
1,0.697782,0.215927,47.775078,-0.000617,-22.594842,47.078944,24.484102,5.181523,5.181802,26.851072,3.371865,0.031353,1.180025,0.000164,Real Rigth
1,0.739999,0.222876,-178.408608,-8.89E-05,-22.594842,47.078944,24.484102,5.168151,5.168411,26.712468,3.397684,0.026562,1.180025,-0.001867,Relaxing
1,0.756727,0.222854,127.529644,-1.79E-10,-27.30467,53.389424,26.084753,5.298144,5.298408,28.073124,3.613898,0.002226,0.190883,-0.002818,Real Left
1,0.806203,0.211251,74.529985,-1.92E-10,-27.30467,53.389424,26.084753,5.342031,5.342316,28.540336,3.62409,8.69E-05,0.190883,-0.001207,Relaxing
1,0.858637,0.211245,67.952511,-2.06E-10,-27.30467,53.389424,26.084753,5.35749,5.357798,28.705998,3.640333,2.93E-05,0.190883,-0.003229,Real Left
1,0.907615,0.21128,-143.28803,-2.23E-10,-27.30467,53.389424,26.084753,5.28498,5.285308,27.934482,3.568748,-1.92E-05,0.190883,-0.003645,Relaxing
1,0.950516,0.211277,-149.504164,-2.43E-10,-27.30467,53.389424,26.084753,5.285592,5.28595,27.941269,3.58771,-4.92E-06,0.190883,-0.003457,Real Rigth
1,1.000646,0.211238,100.818904,-2.69E-10,-27.30467,53.389424,26.084753,5.296468,5.296862,28.056751,3.640159,3.29E-06,0.190883,-0.003888,Relaxing
1,0.982948,0.211235,76.051615,-2.96E-10,-27.30467,53.389424,26.084753,5.256668,5.257102,27.637126,3.642825,2.09E-06,0.190883,-0.004407,Real Rigth
1,0.873088,0.215626,73.489572,-3.31E-10,-27.30467,53.389424,26.084753,5.336507,5.337002,28.483593,3.703299,3.29E-06,0.190883,-0.005435,Relaxing
1,0.910509,0.240548,18.677985,-3.80E-10,-27.30467,53.389424,26.084753,5.347557,5.348123,28.602424,3.718905,-1.92E-05,0.190883,-0.005855,Real Left
1,0.97959,0.195711,-124.656019,-4.36E-10,-27.30467,53.389424,26.084753,5.4195,5.420167,29.378207,3.734422,-9.83E-06,0.190883,-0.006219,Relaxing
1,1.085843,0.195788,7.478672,-5.34E-10,-27.30467,53.389424,26.084753,5.418041,5.41884,29.36383,3.84579,2.93E-06,0.190883,-0.009567,Real Rigth
1,1.330252,0.21973,82.654279,-6.53E-10,-27.30467,53.389424,26.084753,5.632556,5.633586,31.737288,3.820782,-4.44E-06,0.190883,-0.009599,Relaxing
1,1.595742,0.186898,-2.420745,-8.58E-10,-27.30467,53.389424,26.084753,5.877122,5.878547,34.55731,3.826533,1.31E-05,0.190883,-0.011114,Real Left
1,2.642531,0.203549,-101.350663,-1.25E-09,-27.30467,53.389424,26.084753,6.225914,6.228127,38.78956,3.866911,4.10E-06,0.190883,-0.011784,Relaxing
1,2.91881,0.203058,183.343996,-2.45E-09,-27.30467,53.389424,26.084753,6.915536,6.920239,47.889703,3.733389,2.31E-05,0.190883,-0.015849,Real Left
1,3.09231,0.216196,13.861677,0.004003,-25.674095,52.706626,27.032531,6.290427,6.295112,39.628432,3.922345,0.022409,-1.165514,-0.000271,Relaxing
1,1.625856,0.216408,-22.781389,0.003646,-22.544108,45.789477,23.245369,5.999806,6.002065,36.024787,3.306998,-0.087306,1.495367,-0.005483,Real Fists
1,2.074326,0.205237,101.135099,0.001337,-25.224044,54.146755,28.922711,6.351805,6.353393,40.365605,3.230709,-0.113519,-2.75314,-0.001894,Relaxing
1,1.859417,0.204324,-68.339917,0.000293,-25.224044,54.146755,28.922711,6.432197,6.433408,41.388737,3.098242,-0.078254,-0.58727,-0.002151,Real Feet
1,1.44735,0.264619,-136.060299,-0.002009,-22.599066,44.571703,21.972637,6.604801,6.605794,43.63651,2.965873,-0.05889,-0.98179,0.004502,Relaxing
1,1.516833,0.245401,59.453529,-0.002366,-25.678005,48.43357,22.755565,6.496062,6.496877,42.209411,3.083013,-0.026707,0.233955,0.003474,Real Fists
1,1.26969,0.245532,-28.988864,0.001204,-25.678005,49.114398,23.436393,6.557231,6.557936,43.006519,3.14179,-0.011394,-0.875234,-0.000562,Relaxing
1,1.055237,0.217479,-107.095479,-0.000787,-25.678005,49.114398,23.436393,6.433293,6.433898,41.395047,3.224584,0.016634,-0.875234,0.001087,Real Feet
1,0.905151,0.239644,114.788043,-0.001099,-25.678005,49.114398,23.436393,6.390267,6.390801,40.842337,3.180033,0.005606,-0.875234,0.001283,Relaxing
1,0.932109,0.20554,64.159846,0.000784,-25.678005,49.114398,23.436393,6.337084,6.337561,40.164683,3.09454,0.011895,0.598198,-0.001314,Real Feet
1,0.992196,0.205591,-47.149466,0.000253,-25.678005,49.114398,23.436393,6.355842,6.356277,40.402251,3.125641,0.026084,0.598198,-0.000302,Relaxing
1,0.983654,0.205609,-15.536993,0.000818,-24.029267,47.46566,23.436393,6.263995,6.264388,39.24256,3.123318,0.040889,0.415548,-0.003384,Real Fists
1,0.966563,0.254237,-185.18649,-0.000251,-22.939162,45.415665,22.476503,6.236941,6.237302,38.903937,3.090408,0.005753,0.449906,-0.000414,Relaxing
1,1.097322,0.254261,78.628919,0.000164,-22.939162,47.170512,24.23135,6.11119,6.111519,37.350664,3.135567,0.03231,0.410242,-0.000815,Real Fists
1,1.101488,0.254273,-21.036502,0.001715,-47.891786,103.501716,55.60993,6.910519,6.910865,47.760058,7.263375,0.024492,0.236512,-0.001064,Relaxing
1,1.01191,0.254308,-124.886937,-8.15E-10,-47.891786,103.501716,55.60993,6.950232,6.950579,48.310542,7.290501,0.000339,0.236512,-0.001036,Real Feet
1,1.008827,0.254294,187.94215,-8.72E-10,-47.891786,103.501716,55.60993,6.98183,6.982202,48.751146,7.516009,0.002904,0.236512,-0.002114,Relaxing
1,1.052056,0.216486,186.326761,-9.39E-10,-47.891786,103.501716,55.60993,7.020482,7.020885,49.292829,7.747437,0.00257,0.236512,-0.0019,Real Fists
1,1.044306,0.216483,194.132301,-1.02E-09,-47.891786,103.501716,55.60993,7.073636,7.074075,50.042541,7.975865,0.00088,0.236512,-0.002006,Relaxing
1,1.034851,0.216454,36.121327,-1.11E-09,-47.891786,103.501716,55.60993,7.143283,7.143767,51.033404,8.225489,0.000572,0.236512,-0.002019,Real Feet
1,1.060951,0.223611,72.754247,-1.22E-09,-47.891786,103.501716,55.60993,7.218022,7.218559,52.107593,8.471306,0.002904,0.236512,-0.002501,Relaxing
1,1.192864,0.205963,52.672789,-1.35E-09,-47.891786,103.501716,55.60993,7.334101,7.334707,53.797931,8.666291,0.000288,0.236512,-0.002922,Real Fists
1,1.339085,0.205994,55.396175,-1.52E-09,-47.891786,103.501716,55.60993,7.480869,7.481563,55.973786,8.808021,0.000119,0.236512,-0.002484,Relaxing
1,1.431588,0.206031,176.124594,-1.73E-09,-47.891786,103.501716,55.60993,7.66405,7.664862,58.750117,8.971714,0.000153,0.236512,-0.001502,Real Feet
1,1.444442,0.21203,-107.703135,-2.02E-09,-47.891786,103.501716,55.60993,7.872449,7.873418,61.990713,9.145804,0.00088,0.236512,-0.001184,Relaxing
1,1.883582,0.196746,168.519867,-2.40E-09,-47.891786,103.501716,55.60993,8.163266,8.16447,66.658564,9.293634,0.004969,0.236512,-0.001528,Real Feet
1,2.460294,0.196512,-40.560957,-2.98E-09,-47.891786,103.501716,55.60993,8.697671,8.699261,75.67714,8.830529,0.000208,0.236512,-0.00065,Relaxing
1,3.607332,0.248803,117.418735,-3.96E-09,-47.891786,103.501716,55.60993,9.482038,9.484335,89.952619,8.134292,-9.33E-06,0.236512,-0.000622,Real Fists
1,3.327823,0.273026,88.713026,-5.80E-09,-47.891786,103.501716,55.60993,10.706777,10.710581,114.716551,7.177264,6.09E-06,0.236512,-0.000187,Relaxing
1,2.195664,0.194759,-0.072567,-1.11E-08,-33.206292,62.986857,29.780565,6.728338,6.732913,45.332122,5.537984,1.68E-05,-0.138192,-0.013992,Real Fists
1,2.74999,0.214693,178.566116,-0.012376,-18.809453,36.7952,17.985747,5.854954,5.859302,34.331416,3.107883,-0.118144,2.347787,-0.00291,Relaxing
1,2.122856,0.237682,-132.426153,0.002866,-17.872592,36.008844,18.136252,5.800319,5.802503,33.669045,2.955425,0.103777,0.671962,-0.006308,Real Left
1,1.4758,0.211663,69.951235,0.001875,-20.74551,39.962059,19.216549,5.621428,5.622834,31.616259,3.007843,0.169157,0.634192,-0.005154,Relaxing
1,1.517185,0.269371,102.95183,0.001859,-23.182031,45.221858,22.039828,6.085441,6.086587,37.046543,3.179134,0.012556,-1.249429,-0.005321,Real Rigth
1,1.360792,0.276063,-172.857248,-0.001044,-23.182031,45.221858,22.039828,6.042134,6.043042,36.518357,3.007093,-0.030716,0.107226,0.001589,Relaxing
1,1.242952,0.261215,-178.914425,0.001717,-23.182031,45.221858,22.039828,6.010685,6.011439,36.137396,3.032642,-0.066113,-1.249429,0.002089,Real Rigth
1,1.140498,0.214411,160.107092,-0.001243,-21.692356,43.732183,22.039828,5.898195,5.898829,34.796179,3.03485,-0.014408,0.829719,0.000623,Relaxing
1,1.076434,0.206355,-7.883244,-0.000451,-20.408104,41.54486,21.136756,5.815752,5.816299,33.829336,2.933977,-0.031469,-0.674295,0.003151,Real Left
1,1.038756,0.207808,-17.603437,0.0001,-26.609113,50.929265,24.320152,6.084414,6.084922,37.026281,3.223392,-0.035917,1.147336,0.000272,Relaxing
1,0.998182,0.207821,-168.461882,0.000196,-26.609113,50.929265,24.320152,6.115085,6.115545,37.399893,3.230744,-0.042387,1.147336,-0.002029,Real Rigth
1,0.945711,0.22248,97.365711,0.000271,-26.609113,50.929265,24.320152,6.033221,6.033634,36.404735,3.265602,0.000384,-1.908419,-0.002832,Relaxing
1,1.128582,0.222451,-70.545952,-0.00072,-26.609113,50.929265,24.320152,6.124764,6.125148,37.517438,3.232417,0.018723,1.147336,-0.003971,Real Left
1,0.960433,0.198633,44.30202,-0.000812,-26.609113,50.929265,24.320152,6.140708,6.141064,37.712662,3.145044,-0.002988,-1.908419,-0.003374,Relaxing
1,0.918736,0.216247,116.149275,0.000843,-26.609113,50.929265,24.320152,6.160559,6.16089,37.956571,3.151852,-0.012304,1.147336,-0.003291,Real Left
1,0.929515,0.224763,180.947562,0.000764,-36.193208,78.274821,42.081613,6.559297,6.559625,43.028687,4.236448,-0.024323,-0.578165,-0.005191,Relaxing
1,0.947896,0.224743,-134.142581,1.23E-10,-38.010348,80.091961,42.081613,6.700622,6.700956,44.902808,4.499919,-5.00E-05,0.033333,-0.005923,Real Rigth
1,0.958962,0.224758,-7.044506,1.32E-10,-38.010348,80.091961,42.081613,6.746102,6.746462,45.514752,4.557894,-4.28E-05,0.033333,-0.005883,Relaxing
1,0.95253,0.224754,10.68384,1.42E-10,-38.010348,80.091961,42.081613,6.680699,6.681083,44.636864,4.669412,-5.96E-05,0.033333,-0.006111,Real Rigth
1,0.931208,0.224732,-169.174439,1.54E-10,-38.010348,80.091961,42.081613,6.716251,6.716668,45.113632,4.754391,1.77E-06,0.033333,-0.00591,Relaxing
1,0.98697,0.24979,-65.886808,1.68E-10,-38.010348,80.091961,42.081613,6.776046,6.776505,45.921022,4.822655,-3.39E-06,0.033333,-0.006175,Real Left
1,1.038646,0.249776,-103.355665,1.84E-10,-38.010348,80.091961,42.081613,6.912016,6.91253,47.783074,4.789309,-5.00E-05,0.033333,-0.006832,Relaxing
1,1.08147,0.249751,-141.463115,2.00E-10,-38.010348,80.091961,42.081613,7.010274,7.010853,49.152064,4.863618,-0.000145,0.033333,-0.006263,Real Left
1,1.110915,0.194521,-96.854311,2.33E-10,-38.010348,80.091961,42.081613,7.127804,7.128465,50.815017,4.951603,-0.000234,0.033333,-0.006674,Relaxing
1,1.19018,0.194499,170.200045,2.65E-10,-38.010348,80.091961,42.081613,7.186381,7.187142,51.655011,5.118762,-0.000234,0.033333,-0.006437,Real Rigth
1,1.442242,0.262754,66.963596,3.04E-10,-38.010348,80.091961,42.081613,7.31907,7.319971,53.581969,5.278971,-0.000145,0.033333,-0.006861,Relaxing
1,1.88131,0.262836,-147.254598,3.69E-10,-38.010348,80.091961,42.081613,7.529946,7.531056,56.71681,5.418025,-0.000145,0.033333,-0.008896,Real Rigth
1,2.733974,0.262992,-86.542437,4.49E-10,-38.010348,80.091961,42.081613,7.841763,7.843196,61.51573,5.411673,-0.000145,0.033333,-0.008439,Relaxing
1,3.721463,0.263237,68.585291,6.06E-10,-38.010348,80.091961,42.081613,8.301917,8.303929,68.95523,5.397002,-0.000116,0.033333,-0.008187,Real Left
1,4.181251,0.263127,-42.38232,8.94E-10,-38.010348,80.091961,42.081613,9.271055,9.274349,86.013546,4.918249,-5.00E-05,0.033333,-0.008159,Relaxing
1,3.00625,0.276876,-208.179325,2.03E-09,-38.010348,72.711153,34.700805,7.81669,7.822006,61.183773,5.568114,-5.17E-07,0.163007,-0.008304,Real Rigth
1,1.848466,0.189982,-58.584588,-0.009296,-13.862664,27.941033,14.078369,5.157655,5.161489,26.640964,2.67789,0.075487,1.92402,0.00718,Relaxing
1,1.671342,0.192479,-142.845193,0.004935,-18.174532,37.557414,19.382882,5.487687,5.489752,30.137374,3.053501,-0.010517,0.040814,-0.010596,Real Fists
1,2.028088,0.243812,-154.527672,0.004069,-23.967764,46.233,22.265236,6.421186,6.422791,41.25224,3.304464,0.008293,2.153881,0.00311,Relaxing
1,1.649564,0.19918,91.355237,-0.000241,-23.967764,46.233,22.265236,6.005778,6.006909,36.082953,3.496228,-0.033458,-1.082429,0.009528,Real Feet
1,1.325184,0.199143,-39.87271,-0.000301,-21.950777,43.558326,21.607549,5.465758,5.466579,29.883486,3.414769,-0.017306,-1.260572,0.016242,Relaxing
1,0.939603,0.252802,21.190409,-0.001491,-20.3069,40.920067,20.613167,5.446583,5.447266,29.67271,3.222728,0.012407,1.176135,0.004321,Real Fists
1,1.263077,0.252894,-106.863068,3.27E-05,-20.214803,40.296481,20.081678,5.360623,5.361199,28.742454,3.209042,0.022879,0.537884,0.009057,Relaxing
1,1.088719,0.229947,29.860137,0.00048,-20.214803,40.296481,20.081678,5.508944,5.509462,30.354177,3.153902,0.022879,0.537884,0.003133,Real Feet
1,0.969026,0.225507,-83.196169,0.000477,-20.214803,40.296481,20.081678,5.635887,5.636358,31.768527,3.145273,0.03053,0.537884,0.003155,Relaxing
1,0.959516,0.207175,-49.892885,9.34E-05,-25.85355,52.334475,26.480925,5.716014,5.716445,32.677738,3.277828,0.035408,0.57536,-0.00073,Real Feet
1,1.018684,0.227905,40.290764,-9.58E-05,-33.739856,63.248336,29.508479,5.727114,5.727506,32.80432,3.54293,0.052768,0.730487,-0.003125,Relaxing
1,0.935351,0.21952,-44.202742,-0.000301,-33.739856,63.248336,29.508479,5.658036,5.658391,32.017387,3.524541,0.047816,0.730487,-0.001586,Real Fists
1,1.058929,0.219502,-15.93434,0.000548,-33.739856,64.712351,30.972495,5.85019,5.850529,34.228688,3.660038,0.045243,0.234128,-0.002202,Relaxing
1,1.031542,0.219514,139.587347,-0.000639,-33.739856,64.712351,30.972495,5.952714,5.953034,35.438616,3.605553,0.048957,0.234128,-0.005828,Real Feet
1,0.933482,0.219549,88.722399,3.90E-05,-33.739856,64.712351,30.972495,5.946024,5.946322,35.358747,3.607967,0.045243,0.234128,-0.005033,Relaxing
1,0.982149,0.200503,-124.107218,-7.66E-10,-33.739856,64.712351,30.972495,6.017196,6.017496,36.210258,3.642795,0.014575,0.234128,-0.004237,Real Fists
