Subject,Amplitude,Frequency,Phase,Mean,Negative Peak,Peak to Peak,Positive Peak,RMS,Standard Deviation,Variance,Kurtosis,Median,Mode,Skewness,Classes
1,4.272576,0.024963,95.534399,-0.000291,-51.027047,105.803948,54.776901,15.515914,15.516805,240.771236,2.922738,-0.337977,-3.94429,0.074571,Real Left
1,4.221858,0.024957,-114.522367,-0.000315,-46.9395,101.716389,54.776889,15.171427,15.17237,230.2008,2.809289,-0.390158,4.427276,0.09064,Relaxing
1,4.427123,0.02775,-95.082906,-0.000344,-44.294868,91.426144,47.131276,15.056216,15.057236,226.720368,2.729232,-0.472318,-3.610234,0.080826,Real Rigth
1,4.727765,0.027762,-43.166751,-0.000378,-44.160783,91.292059,47.131276,14.855002,14.856107,220.703916,2.689373,-0.56657,-5.361658,0.093613,Relaxing
1,4.563773,0.027763,-176.335395,-0.000419,-44.160783,91.292059,47.131276,14.543292,14.544494,211.542307,2.721688,-0.54967,-5.361658,0.102151,Real Rigth
1,4.389796,0.02493,0.067499,-0.000471,-44.160783,91.292059,47.131276,14.699312,14.700675,216.109856,2.723965,-0.447429,-5.361658,0.096942,Relaxing
1,3.917131,0.027713,-151.971366,-0.000538,-44.160797,91.292073,47.131276,14.810101,14.81167,219.385562,2.76464,-0.528025,-5.361666,0.107565,Real Left
1,4.786704,0.034554,-127.412982,-0.000624,-39.14215,86.273426,47.131276,14.438837,14.440614,208.53132,2.78917,-0.63746,-6.789615,0.109083,Relaxing
1,5.630586,0.034425,1.958597,-0.000748,-39.14215,86.273426,47.131276,14.653225,14.655386,214.780324,2.823534,-0.546931,-5.064147,0.112425,Real Left
1,5.56623,0.032948,-56.796736,-0.000927,-39.14215,86.273426,47.131276,14.57691,14.579575,212.564,2.830386,-0.260465,7.014133,0.110467,Relaxing
1,7.243547,0.033116,-70.694587,-0.001229,-39.14215,86.273424,47.131275,15.410548,15.414282,237.600097,2.679795,-0.390158,-5.064147,0.129308,Real Rigth
1,10.186722,0.033094,-172.741244,-0.001802,-39.14215,77.835494,38.693344,15.594064,15.599604,243.347649,2.613873,-0.267551,-5.28371,0.109423,Relaxing
1,12.441279,0.03577,70.619609,-0.003447,-39.143561,81.743777,42.600216,18.030993,18.043254,325.559026,2.357608,-1.058248,-5.219893,0.118249,Real Left
1,12.060617,0.033347,23.245431,-0.132307,-53.486692,104.059016,50.572324,15.84738,15.858631,251.496185,3.851888,0.420201,-1.977479,-0.026259,Relaxing
1,7.752609,0.029205,43.624098,-0.019346,-46.510114,95.363216,48.853102,14.412086,14.417502,207.864374,3.657008,0.13761,6.416471,-0.02969,Real Feet
1,10.474972,0.029157,178.936016,0.02338,-48.669437,101.316191,52.646753,15.386785,15.390615,236.87103,3.112226,-0.028266,0.468915,0.011207,Relaxing
1,7.621305,0.028895,56.960377,0.021142,-48.669437,101.316191,52.646753,14.647234,14.649977,214.621833,3.220842,-0.008744,1.482077,0.059882,Real Fists
1,6.690625,0.037626,193.810088,-0.001504,-48.669443,101.316198,52.646755,14.752028,14.754245,217.687737,3.261662,-0.069031,-4.596897,0.057715,Relaxing
1,5.711435,0.037723,-113.628486,0.004604,-61.6412,119.698984,58.057784,14.938609,14.940483,223.218033,3.767049,-0.081497,1.200766,0.078528,Real Feet
1,5.832961,0.034022,15.953171,0.024877,-61.6412,119.698984,58.057784,14.748237,14.7498,217.556607,3.545332,-0.158981,1.200766,0.091151,Relaxing
1,4.608039,0.033897,46.880205,0.001006,-61.6412,119.698984,58.057784,15.569527,15.570993,242.455818,3.380305,-0.274501,-5.981173,0.081588,Real Fists
1,4.554261,0.033969,74.693676,0.009034,-61.6412,119.698984,58.057784,15.785364,15.78668,249.21927,3.309309,-0.164781,0.003776,0.08241,Relaxing
1,6.133629,0.034078,-115.839758,0.009858,-74.031564,148.151962,74.120399,16.544108,16.545351,273.748634,3.565237,-0.054512,3.748216,0.060541,Real Feet
1,5.91473,0.034014,73.817278,0.006328,-74.031564,148.151962,74.120399,15.821352,15.822433,250.349373,3.517638,0.036093,3.748216,0.052843,Relaxing
1,4.622845,0.025499,24.221903,-0.010696,-74.031564,148.151962,74.120399,15.751841,15.752826,248.151535,3.386366,0.014157,3.748216,0.034498,Real Fists
1,4.996113,0.025515,-104.94651,-0.002129,-74.031564,148.151962,74.120399,15.654882,15.655787,245.10368,3.440203,0.038552,3.748216,0.041201,Relaxing
1,3.815415,0.027634,-221.86837,-0.001961,-74.031564,148.151962,74.120399,15.624199,15.625039,244.14184,3.484243,-0.035516,2.266697,0.053965,Real Fists
1,3.785709,0.02567,2.659304,-0.010289,-74.031564,148.151962,74.120399,15.49346,15.494234,240.071282,3.408829,-0.012541,3.748216,0.050814,Relaxing
1,4.269887,0.030939,-3.722085,-0.000312,-74.031564,148.151962,74.120399,15.421917,15.422686,237.859237,3.444074,-0.006613,-0.696342,0.050127,Real Feet
1,4.412625,0.030895,-185.621117,-0.000334,-74.031564,148.151962,74.120399,15.413713,15.414535,237.607898,3.489443,-0.074525,-0.696342,0.051089,Relaxing
1,4.473906,0.030942,17.727016,-0.00036,-74.03156,148.151958,74.120398,15.224931,15.225805,231.825148,3.538133,-0.042696,-0.696341,0.057074,Real Feet
1,4.553268,0.030892,-178.307835,-0.000389,-50.575695,103.366329,52.790634,14.83732,14.838242,220.173431,3.102336,-0.08213,3.691628,0.065431,Relaxing
1,4.394308,0.030957,23.137796,-0.000425,-50.575695,103.366329,52.790634,14.483364,14.484346,209.796269,3.160646,-0.033541,1.624301,0.068434,Real Fists
1,4.750821,0.033698,84.429319,-0.000466,-50.575695,103.366329,52.790634,14.567287,14.568371,212.237424,3.181519,-0.101813,1.624301,0.072482,Relaxing
1,5.072519,0.033681,-37.392809,-0.000518,-50.575695,103.366329,52.790634,14.636347,14.637557,214.258086,3.136326,-0.115367,-1.476689,0.076942,Real Feet
1,5.175369,0.033702,-29.890959,-0.000581,-50.575695,103.366329,52.790634,14.652968,14.654327,214.749308,3.243208,-0.098617,-1.476689,0.096635,Relaxing
1,4.981822,0.033732,192.298027,-0.000664,-50.575695,103.366329,52.790634,14.971804,14.97339,224.202412,3.199878,-0.185165,-1.476689,0.104267,Real Fists
1,5.434402,0.026873,-40.085664,-0.000771,-50.575695,103.366329,52.790634,14.986049,14.987893,224.636932,3.194862,-0.2062,-1.476689,0.08063,Relaxing
1,5.753697,0.026781,34.477904,-0.000924,-59.258462,109.960991,50.702529,15.029566,15.031781,225.954453,3.355114,-0.215602,-1.528942,0.080278,Real Fists
1,7.032829,0.032637,51.643064,-0.001145,-45.668773,91.708013,46.03924,14.752577,14.755273,217.718096,3.092184,-0.109469,-1.190387,0.094563,Relaxing
1,7.061936,0.030417,-165.168689,-0.001518,-45.668773,91.708013,46.03924,15.000524,15.004159,225.124783,3.284303,-0.01545,-1.190387,0.06669,Real Feet
1,11.045209,0.030209,-140.465207,-0.002225,-45.668773,91.708012,46.03924,14.493206,14.498355,210.202294,3.368722,-0.059849,-1.190387,0.066767,Relaxing
1,9.267081,0.029578,8.063503,-0.004257,-33.130144,68.706662,35.576518,11.812576,11.820609,139.72679,3.545024,-0.280235,-1.181546,0.173194,Real Fists
1,8.084026,0.046561,-98.792568,-0.020322,-36.153403,68.310898,32.157495,12.477944,12.487222,155.930721,2.867234,-0.79839,-9.853708,0.05965,Relaxing
1,9.673488,0.024512,28.889872,0.00336,-35.708453,77.932268,42.223815,13.805998,13.811199,190.749217,3.14458,-0.524303,-2.587239,0.190713,Real Left
1,6.046448,0.038229,79.209834,0.001801,-50.148614,100.186206,50.037592,14.846344,14.850057,220.524202,3.452495,-0.076149,4.452868,0.141168,Relaxing
1,8.570649,0.034828,-159.691648,0.061259,-53.434316,104.703523,51.269207,15.524994,15.527797,241.112481,3.727586,0.019674,-1.606072,0.056347,Real Rigth
1,6.845501,0.039775,-83.051593,0.028653,-64.138072,115.708773,51.570701,15.163996,15.166248,230.015082,4.019877,-0.132983,-2.233879,-0.03087,Relaxing
1,4.632974,0.028408,2.669437,-0.010338,-64.138072,115.708773,51.570701,14.760102,14.761951,217.915206,3.887269,-0.149328,-2.233879,-0.025644,Real Left
1,5.742133,0.029776,47.337586,-0.003515,-64.138072,115.708773,51.570701,14.588113,14.589679,212.858737,3.848557,-0.169272,0.080297,-0.026943,Relaxing
1,6.843269,0.029845,-21.116991,-0.004124,-50.401004,100.573139,50.172135,13.823069,13.824369,191.113191,3.296358,-0.278076,-1.623031,0.014973,Real Rigth
1,5.030208,0.029845,-191.953582,-0.005418,-50.401004,106.996826,56.595822,14.597255,14.598473,213.11542,3.243509,-0.244124,1.492457,0.040091,Relaxing
1,4.812569,0.026992,210.869033,-0.016589,-50.401004,106.996826,56.595822,14.957753,14.95887,223.767789,3.245132,-0.012305,0.422489,0.038325,Real Left
1,5.714937,0.033041,53.159148,-0.009979,-50.401004,106.996826,56.595822,15.023496,15.02452,225.736201,3.194045,-0.020151,-0.64748,0.021223,Relaxing
1,4.752212,0.033077,73.77238,-0.007073,-50.608892,107.204715,56.595822,14.694988,14.695909,215.969729,3.145595,-0.092267,0.313347,0.038275,Real Rigth
1,3.801123,0.02707,2.602012,-0.004891,-49.850586,106.446408,56.595822,14.409742,14.410575,207.664676,3.011537,-0.08613,-0.353006,0.05397,Relaxing
1,3.57792,0.027766,-27.706762,-0.011035,-49.850586,106.446408,56.595822,14.480558,14.481332,209.708989,2.952718,-0.135776,-0.353006,0.071981,Real Rigth
1,3.837654,0.02745,17.735929,0.007518,-49.850586,106.446408,56.595822,14.352667,14.353385,206.019651,2.905993,-0.023402,-0.353006,0.062386,Relaxing
1,4.150603,0.027461,155.270129,-0.000183,-49.850586,106.446408,56.595822,14.260367,14.261077,203.378331,2.925909,-0.001861,-0.353006,0.051283,Real Left
1,4.325597,0.027465,151.186851,-0.000195,-49.850586,105.215257,55.364672,14.099043,14.099795,198.804211,2.849709,0.000664,0.126662,0.054079,Relaxing
1,4.57411,0.027495,-94.069585,-0.000211,-49.850582,105.21525,55.364668,13.92338,13.92418,193.882785,2.863489,-0.025503,0.126662,0.045949,Real Left
1,4.77794,0.027499,-91.623335,-0.000228,-42.481662,92.313782,49.83212,13.702993,13.703844,187.795353,2.711381,-0.070998,0.444247,0.049399,Relaxing
1,4.791662,0.027483,98.381254,-0.000248,-42.481662,92.313782,49.83212,13.619372,13.620295,185.512445,2.720934,-0.078157,0.444247,0.045734,Real Rigth
1,4.697074,0.027483,108.707632,-0.000273,-42.481662,92.313782,49.83212,13.805124,13.806151,190.609812,2.718233,-0.194549,-0.478891,0.049164,Relaxing
1,4.47719,0.027453,-47.710284,-0.000303,-42.481751,92.313871,49.83212,13.549304,13.550424,183.614001,2.71581,-0.155264,0.444199,0.084307,Real Rigth
1,4.429274,0.02742,-4.751216,-0.00034,-42.277932,92.110052,49.83212,13.451415,13.452663,180.974134,2.695411,-0.117905,-0.367858,0.078061,Relaxing
1,4.88414,0.028276,117.020928,-0.000388,-42.277932,92.110052,49.83212,13.645264,13.64671,186.23269,2.671167,-0.120392,-0.367858,0.068774,Real Left
1,5.149295,0.028195,-0.334254,-0.000451,-42.277932,92.110052,49.83212,13.541389,13.543055,183.414348,2.703707,-0.259179,-0.367858,0.077988,Relaxing
1,4.776595,0.040856,31.973195,-0.00054,-42.277932,92.110052,49.83212,13.678579,13.680595,187.158692,2.723912,-0.026426,5.158745,0.075237,Real Rigth
1,5.937184,0.040794,-12.289212,-0.00067,-42.277932,92.11011,49.832178,14.000738,14.003297,196.092337,2.757873,-0.033931,5.158774,0.077599,Relaxing
1,6.732357,0.033523,106.278738,-0.000888,-42.277932,78.17077,35.892838,13.241307,13.244516,175.417202,2.679241,0.109043,5.015384,-0.01816,Real Left
1,7.43933,0.039246,-78.462936,-0.001302,-42.277933,78.170772,35.892838,13.559985,13.564802,184.003863,2.695662,0.004295,0.325137,-0.057477,Relaxing
1,8.551168,0.043767,151.742997,-0.00249,-36.784579,72.677416,35.892837,12.049596,12.05779,145.390309,2.940475,-0.036105,-0.082484,-0.036256,Real Left
1,14.69557,0.035247,68.07512,0.105233,-44.38924,86.422631,42.033391,13.753502,13.763344,189.429631,3.593619,0.463467,1.846867,0.084655,Relaxing
1,7.880973,0.03101,-47.227983,0.042667,-41.0468,85.917809,44.871009,13.260487,13.265414,175.971208,3.352281,0.099491,-0.235841,0.091282,Real Fists
1,8.704911,0.032836,-42.365786,0.063294,-41.055061,78.266037,37.210976,13.865364,13.868687,192.340489,2.95638,0.223694,-7.009335,-0.076945,Relaxing
1,8.429816,0.025727,147.909188,-0.012274,-46.050642,96.39886,50.348217,15.430173,15.433074,238.179765,3.011005,0.22834,0.702804,0.039054,Real Feet
1,6.416642,0.025186,-73.953982,0.025838,-48.367663,98.71588,50.348217,15.04208,15.044318,226.331511,3.309286,-0.087847,-0.490461,0.075014,Relaxing
1,5.040856,0.027342,-1.693944,-0.017525,-48.367663,111.709864,63.3422,16.152696,16.154714,260.974794,3.378221,-0.202045,-6.476464,0.072967,Real Fists
1,6.561308,0.026731,42.768765,-0.020439,-48.367663,111.709864,63.3422,15.768618,15.770299,248.702321,3.413205,0.115743,1.343226,0.062148,Relaxing
1,5.041663,0.038296,119.723899,-0.022831,-48.367664,111.709864,63.3422,15.166306,15.167717,230.059627,3.299099,-0.015518,1.343226,0.081419,Real Feet
1,4.909504,0.026392,69.217042,0.00424,-47.792806,111.135007,63.3422,15.119255,15.120518,228.630065,3.144494,0.096009,0.550922,0.081737,Relaxing
1,5.36226,0.026409,-56.872693,0.018212,-47.792806,111.135007,63.3422,14.946653,14.947768,223.435759,3.068809,0.079878,0.550922,0.071465,Real Feet
1,5.014386,0.026334,138.010646,0.008148,-44.731046,107.493702,62.762657,14.610033,14.61103,213.482193,3.109868,0.095926,0.953778,0.08748,Relaxing
1,4.249364,0.02775,118.337156,-0.016892,-61.297033,115.424654,54.127621,14.022407,14.023276,196.652281,3.224986,0.081517,0.455157,0.083423,Real Fists
1,4.244304,0.027793,130.19821,0.000656,-61.297033,115.424654,54.127621,13.985833,13.986642,195.626166,3.207314,0.150866,0.455157,0.059787,Relaxing
1,3.706378,0.031696,23.802817,0.004097,-61.297033,115.424654,54.127621,14.001857,14.002609,196.073073,3.155372,0.189409,2.76365,0.064063,Real Fists
1,3.164451,0.027862,-30.11376,0.005865,-61.297033,115.424654,54.127621,14.159717,14.160426,200.517663,3.140645,0.151449,2.76365,0.062308,Relaxing
1,3.219763,0.038544,137.469459,-0.002563,-61.297033,115.424654,54.127621,14.075363,14.076064,198.13558,3.236219,0.17378,0.455157,0.046508,Real Feet
1,3.293233,0.038559,-145.349098,-0.002742,-61.297033,115.424654,54.127621,13.999104,13.99985,195.995797,3.278739,0.20614,0.455157,0.045953,Relaxing
1,3.333906,0.029607,-45.5083,-0.002954,-61.297033,115.424654,54.127621,13.976884,13.977687,195.375721,3.351805,0.200969,0.455157,0.044654,Real Fists
1,3.811651,0.028763,162.291251,-0.003195,-61.297033,115.424654,54.127621,13.972168,13.973036,195.245725,3.441115,0.252652,0.455157,0.042166,Relaxing
1,4.138269,0.028692,15.452701,-0.003486,-61.297033,115.424654,54.127621,14.09516,14.096115,198.700459,3.473611,0.248941,0.455157,0.044654,Real Feet
1,4.544926,0.02878,-158.820934,-0.003826,-61.297033,115.424654,54.127621,14.223728,14.224786,202.344536,3.497195,0.297768,2.76365,0.039631,Relaxing
1,4.815563,0.028712,17.275778,-0.004251,-61.297033,115.424654,54.127621,14.173214,14.174385,200.913185,3.44289,0.286084,0.455157,0.055078,Real Fists
1,5.154242,0.029739,196.783354,-0.004768,-61.297033,115.424653,54.12762,14.38829,14.389623,207.061262,3.449208,0.252652,0.455157,0.047886,Relaxing
1,5.983366,0.025101,58.607795,-0.005447,-50.727415,97.712581,46.985166,14.230556,14.232062,202.551602,3.064958,0.340794,3.503067,0.054627,Real Feet
1,6.02633,0.024978,-68.445428,-0.006326,-50.727415,97.712581,46.985166,14.367089,14.368855,206.464005,3.110994,0.330032,3.503067,0.064623,Relaxing
1,5.762185,0.036733,-38.680046,-0.00758,-50.727415,97.71258,46.985165,14.599607,14.601758,213.211337,3.116882,0.261521,3.503067,0.084779,Real Feet
1,7.622404,0.036759,-28.100027,-0.009397,-50.727415,96.870909,46.143494,14.044084,14.046648,197.30831,3.10689,0.174936,0.129812,0.000894,Relaxing
1,9.496562,0.036926,150.02739,-0.012456,-50.727415,96.870909,46.143494,14.483546,14.48705,209.874627,3.196409,0.017088,0.129812,0.034464,Real Fists
1,11.224573,0.037171,161.237992,-0.01826,-50.727415,96.870909,46.143494,14.945214,14.950513,223.517837,3.169287,0.166644,0.129812,0.037613,Relaxing
1,10.072196,0.029103,-57.947577,-0.034932,-57.30121,111.363906,54.062696,15.873239,15.883995,252.30129,4.014175,0.102528,0.051202,-0.025328,Real Fists
1,14.136845,0.032133,124.680186,-0.023928,-40.273148,73.63957,33.366422,14.978327,14.989465,224.684072,2.321708,-0.228805,-8.239935,0.072569,Relaxing
1,7.831779,0.032871,-189.419892,0.02147,-35.268609,79.99262,44.724011,12.936444,12.941299,167.477233,3.325092,0.019506,5.127664,0.152388,Real Left
1,5.972834,0.034359,59.441302,0.004451,-35.951963,80.675978,44.724016,13.892912,13.896386,193.10955,2.876705,-0.019204,-0.051152,0.103764,Relaxing
1,6.496347,0.026535,-167.879085,-0.012238,-45.24609,89.116701,43.870611,14.978996,14.981811,224.454674,2.686328,-0.264835,3.322512,0.107126,Real Rigth
1,6.961443,0.032568,-94.471752,-0.021,-45.24609,96.633227,51.387138,14.867514,14.869733,221.108971,2.87681,-0.030504,0.654693,0.132643,Relaxing
1,5.545215,0.026426,26.618544,0.004475,-45.24609,97.374011,52.127922,15.082659,15.084552,227.543706,3.132476,0.189755,1.980306,0.100575,Real Rigth
1,6.010989,0.034844,97.718475,0.009239,-51.961457,104.089379,52.127922,15.827749,15.829447,250.571384,3.255503,0.316164,1.644573,0.05446,Relaxing
1,7.610247,0.028143,41.075515,-0.000863,-51.961457,104.089379,52.127922,15.75475,15.756233,248.258868,3.15042,0.222313,2.685467,0.054258,Real Left
1,6.955006,0.028142,187.403107,0.000984,-51.961457,104.089379,52.127922,15.15996,15.161226,229.862783,3.15045,0.107008,2.685467,0.028687,Relaxing
1,5.489125,0.032261,-66.92517,0.009025,-51.961457,107.641355,55.679898,15.473369,15.474532,239.461137,3.233646,0.224346,0.2446,0.019153,Real Rigth
1,4.592092,0.025384,92.211468,0.000396,-64.7857,122.209832,57.424132,15.454264,15.455321,238.866941,3.45355,-0.041418,-1.847636,0.009353,Relaxing
1,4.448416,0.027411,1.060822,0.002476,-64.7857,122.209832,57.424132,15.316849,15.31781,234.635301,3.364634,-0.129654,-1.847636,0.007181,Real Left
1,4.464148,0.031777,79.543575,-3.23E-05,-64.7857,122.209832,57.424132,14.645965,14.646813,214.529123,3.357788,-0.192012,-1.847636,0.03245,Relaxing
1,4.339349,0.031772,195.663097,0.017047,-64.7857,122.209832,57.424132,14.74317,14.743953,217.384154,3.296092,-0.091247,0.59656,0.022068,Real Left
1,4.085127,0.031656,-39.66051,-0.002938,-117.757351,225.613373,107.856022,15.416107,15.41688,237.6802,6.269895,-0.081761,0.68967,-0.013515,Relaxing
1,4.026026,0.031637,84.304631,0.001024,-117.757351,225.613373,107.856022,15.455534,15.456305,238.897352,6.254871,-0.029176,0.68967,0.004786,Real Rigth
1,3.812584,0.028565,-162.876746,0.001095,-117.757351,225.613373,107.856022,15.596266,15.597098,243.269458,6.352507,0.037555,0.68967,0.003958,Relaxing
1,3.892654,0.031611,128.782887,0.00118,-117.757351,225.613373,107.856022,15.735669,15.736573,247.63974,6.497733,0.009639,0.68967,0.001223,Real Rigth
1,3.875398,0.028573,-202.601603,0.001276,-117.757351,225.613373,107.856022,15.849477,15.850462,251.237146,6.581658,-0.074802,0.68967,0.007095,Relaxing
1,4.282602,0.030715,75.909938,0.001392,-117.757351,225.613373,107.856022,15.982712,15.983796,255.48172,6.757339,-0.096891,0.68967,0.014091,Real Left
1,4.429882,0.030737,100.953617,0.001528,-117.757351,225.613373,107.856022,16.153668,16.15487,260.979827,6.911301,-0.023563,0.68967,0.016886,Relaxing
1,4.449348,0.030803,-87.679232,0.001698,-117.757351,225.613373,107.856022,15.99474,15.996063,255.874022,7.278809,0.121454,0.68967,0.013649,Real Left
1,4.847113,0.028867,147.031236,0.001904,-117.757351,225.613373,107.856022,16.176908,16.178408,261.740888,7.590489,0.124385,0.68967,0.007987,Relaxing
1,5.963146,0.028724,55.051624,0.002175,-117.757351,225.613373,107.856022,16.364442,16.366176,267.851717,7.954674,0.128263,0.68967,0.011241,Real Rigth
1,7.114707,0.028864,-121.85339,0.002527,-117.757351,225.613373,107.856022,16.647932,16.649981,277.221864,8.294219,0.132947,0.68967,0.002271,Relaxing
1,8.058139,0.028794,45.832642,0.003027,-117.757351,225.613373,107.856022,17.144186,17.146714,294.00979,8.572693,0.261773,0.68967,-0.001573,Real Rigth
1,8.909944,0.040411,-147.360687,0.003753,-117.757351,225.613373,107.856022,17.499517,17.502715,306.345045,9.404704,0.03812,0.68967,-0.006738,Relaxing
1,10.328292,0.036579,101.117283,0.004975,-117.757351,225.613373,107.856022,18.444749,18.449219,340.373668,9.778545,-0.14247,0.68967,0.017621,Real Left
1,10.520736,0.032176,194.773369,0.007293,-117.750653,225.594337,107.843684,19.585003,19.59196,383.844894,10.685919,-0.006908,9.710147,0.016988,Relaxing
1,9.885104,0.043913,107.836987,0.013952,-36.939277,92.779796,55.840519,15.903263,15.914072,253.257689,2.910913,-0.001589,-3.074651,0.226497,Real Rigth
1,10.924739,0.032973,125.458784,-0.014359,-29.343541,66.740966,37.397426,12.419356,12.428599,154.470064,2.960588,0.516584,0.356189,0.129922,Relaxing
1,10.68225,0.028825,-77.913813,-0.019794,-45.430108,89.166404,43.736296,15.801582,15.807522,249.877757,2.883141,0.422894,-0.401074,-0.05523,Real Fists
1,8.046282,0.04168,106.337691,0.028925,-46.650201,90.38766,43.73746,15.50718,15.511031,240.592088,3.038308,0.338594,-6.427692,-0.069298,Relaxing
1,6.553231,0.028388,151.801232,-0.023792,-51.428371,94.872132,43.443762,15.803151,15.806109,249.833088,2.98573,0.166389,1.225663,-0.02229,Real Feet
1,7.010847,0.028451,-15.106755,0.000387,-51.428371,94.872132,43.443762,14.88433,14.886567,221.609882,2.994107,-0.192358,-1.620501,-0.015174,Relaxing
1,6.229918,0.030676,159.952192,0.030557,-58.16243,128.051095,69.888665,15.61526,15.61719,243.896632,3.38621,-0.179396,-1.179693,0.052002,Real Fists
1,6.118709,0.0306,-120.630129,-0.004368,-58.16243,128.051095,69.888665,16.483567,16.485336,271.766317,3.364752,-0.072336,-1.179693,0.042674,Relaxing
1,7.489328,0.027773,-69.918044,-0.001969,-58.16243,128.051095,69.888665,15.957499,15.959001,254.689724,3.386012,-0.02121,-1.179693,0.056561,Real Feet
1,6.580651,0.027802,-38.960637,0.000725,-62.299123,132.187787,69.888665,16.180932,16.182284,261.866321,3.489802,0.048775,3.133832,0.048091,Relaxing
1,5.929553,0.03021,-34.536532,-0.008882,-62.299123,132.187781,69.888659,16.156456,16.15767,261.070309,3.415806,0.087918,3.133829,0.058239,Real Feet
1,5.560225,0.031231,-108.313318,0.005476,-80.17353,150.757687,70.584157,15.666468,15.667538,245.471747,3.871526,-0.009849,5.004563,0.020453,Relaxing
1,5.128485,0.031207,-98.469724,0.003915,-80.17353,150.757687,70.584157,15.653073,15.654055,245.049427,3.787379,-0.046967,3.496987,0.059279,Real Fists
1,4.497125,0.029777,-135.694524,0.003238,-80.17353,150.757687,70.584157,15.862326,15.863244,251.642509,3.688413,-0.167533,5.004563,0.066701,Relaxing
1,4.829018,0.027702,-105.712758,-0.01193,-80.17353,150.757687,70.584157,15.834651,15.835499,250.763017,3.606047,-0.164239,5.004563,0.060119,Real Feet
1,4.068805,0.027671,-0.790654,0.000122,-80.17353,150.757687,70.584157,15.885326,15.886123,252.368894,3.51783,-0.308939,-2.533321,0.079015,Relaxing
1,3.99388,0.028987,-160.788756,-0.000899,-80.17353,150.757687,70.584157,15.982749,15.983546,255.473737,3.467756,-0.367856,-2.533321,0.083027,Real Fists
1,4.476624,0.033091,-135.863761,-0.000962,-80.17353,150.757687,70.584157,16.049877,16.050733,257.626023,3.478724,-0.448342,-2.533321,0.09188,Relaxing
1,4.735091,0.033118,-99.516212,-0.001036,-80.17353,150.757687,70.584157,15.937778,15.938694,254.041967,3.412332,-0.398629,-2.533321,0.095825,Real Fists
1,5.272301,0.033101,183.374702,-0.00112,-80.17353,150.757687,70.584157,16.120308,16.12131,259.896632,3.413771,-0.442094,-2.533321,0.095736,Relaxing
1,5.51359,0.03312,-118.602077,-0.001223,-80.173639,150.757902,70.584263,16.207637,16.208735,262.723104,3.446527,-0.476349,-2.533319,0.096877,Real Feet
